V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12
0.9291922540427119,0.9195295570561391,0.909866120374999,0.9007204734668002,0.892685115791494,0.884106818542774,0.8738220341239634,0.8632058642352154,0.8535771934258108,0.8448087933483416,0.8348642707717552,0.8249426788832804,0.8145839244830502
0.8973797973284426,0.8887951105120125,0.879804791247943,0.8714225206249037,0.8628578353966796,0.8546307771880586,0.8454884457410798,0.8381446581982128,0.8288415138821992,0.8202072230827637,0.8110864933504754,0.8014089190794932,0.7922201839143996
0.9228566671051022,0.9148077631881225,0.9051956214802261,0.8962141711886777,0.8865396348913444,0.8766779147905202,0.8678027039585386,0.8584924172189143,0.8500168691095574,0.8402462113918784,0.8318499212974642,0.8213187239222342,0.8127537997486619
0.9495963446746019,0.938963888361283,0.9272495558992829,0.9167870619918888,0.906723326051093,0.8982186683896983,0.8888494903832056,0.8795391455168505,0.8704592304587033,0.8605360403367167,0.8509674833469247,0.8406471695350966,0.8315084213368116
0.9608340615240974,0.9505206124610601,0.9409490289178691,0.9304804822466378,0.9204891589936879,0.908223432257222,0.8981485949000929,0.8885141046277354,0.8791149722618291,0.871279831227408,0.8607668159873004,0.8517820003396002,0.8413828679608937
0.9650138738468615,0.9559934358592451,0.9469204431337161,0.9371788372610608,0.9281700781118261,0.9187759174852476,0.9094671583153906,0.9009992750761283,0.8921007348977736,0.8816627786542377,0.874379566940513,0.86584526032862,0.8569569391164467
0.9485971277191055,0.9394934106555631,0.929488414617108,0.9202228270584254,0.9103557207166767,0.9030405727954363,0.8940167917812661,0.8845183904663169,0.8757753848231478,0.8659172712845339,0.8562869754858868,0.84674560852188,0.8376558802628832
0.9673732234264472,0.9584670251900288,0.9493304656699354,0.9378505186713371,0.9283062693918229,0.917701363820369,0.9075538662685477,0.8964782944717745,0.8864965244490538,0.8781654007700764,0.8681355697610025,0.8581819734284528,0.8495011646442553
0.9571983870877069,0.9458496867075686,0.9374423791828431,0.9284563565799394,0.917411726817686,0.9093366900112712,0.8993011333300472,0.887978180855615,0.8785041739479942,0.8667655765330634,0.8573847525607377,0.848398729968796,0.8383386514536477
0.965745874482004,0.9556679830295096,0.9453823811069049,0.9363052764293437,0.9265578334416863,0.9152525619575116,0.9060629474399223,0.8979882031069507,0.8882478411534375,0.8787623965955925,0.8678324201531902,0.8582981950837172,0.8495759291150831
0.9599856308589555,0.9513895599020687,0.9424149551829141,0.9311547730748141,0.9174796412678843,0.9077863014795361,0.9000910451010077,0.88933876906506,0.8764398710603171,0.8649113611936227,0.85611404443564,0.8474460999732618,0.835117398464457
1.0450000084108777,1.0450000084108777,1.0450000084108777,0.9894444528553221,0.9894444528553221,0.9522222297059165,0.8594444510009553,0.8594444510009553,0.8594444510009553,0.8594444510009553,0.8038888954453998,0.7850000063578287,0.7850000063578287
