V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12
8.134592589625607,6.002463769221651,5.149473692241468,4.4636206791318696,4.034390247934233,3.598689658066322,3.492628213686821,3.1076642396676277,3.0352000074386596,2.8607092208050666,2.663356166996368,2.537687065650006,2.442374112794725
8.151596620303241,5.9782113757559925,5.10905174551339,4.49680671972387,4.177844826517434,3.7700000163167715,3.427499986886978,3.0658015322139245,3.0425599937438963,2.7387199954986574,2.6893076924177315,2.5547656193375587,2.4124793326559146
8.705576960857098,5.806557385647883,4.7353333274523415,4.451451609211583,3.817611964780893,3.6242857021944865,3.3425000071525575,3.2548214218446185,3.0957627215627896,2.6025454499504783,2.783880600288733,2.4661111059012235,2.3614545486190104
7.849705885438358,6.1927777628103895,5.04417910504697,4.42580646084201,3.8208771839476467,3.4721666812896728,3.1846774066648176,3.196612884921412,2.9317187555134296,2.5340677863460477,2.4331249883398414,2.355178583945547,2.184687502682209
7.888020840783914,5.758021999191452,4.884299993515015,4.636979194978873,3.946440674490848,3.6796774172013804,3.294623669757638,3.0131460722912564,2.9216438303255057,2.7517999839782714,2.5952325518741164,2.419619049344744,2.3606410225232444
8.67692306958712,6.14637794832545,4.949202891709148,4.231860473174457,3.946992474391048,3.7817037026087443,3.419032241067579,3.1350000005501966,2.9621621587791958,2.908256881827608,2.653983739333424,2.5359689828961396,2.3591911762076268
8.218556699064589,6.187641519420552,4.878842095324868,4.322857130141485,4.0415853610852865,3.7555555719317812,3.2994230710543118,3.005384623349368,2.8078640861418642,2.758415844180796,2.7761616309483848,2.437799998521805,2.2395535686186383
7.737547195182656,5.403392864125116,4.857323962198177,4.0538095330435135,3.789848468520425,3.6909375190734863,3.30931508051206,2.9660317330133346,2.9592307806015015,2.9140909007101348,2.3896666765213013,2.2826785753880228,2.3230357063668117
8.311752584791675,5.765972216924031,4.947631572422228,4.262659582685917,3.982500014936223,3.7310975441118566,3.336979176849127,3.0303571422894797,2.8996000146865843,2.791153828303019,2.5790909095243975,2.4498780595093237,2.4765384732148585
8.045075757936997,6.128370376869484,4.990084753198139,4.494399984359741,3.922671227422479,3.7974790004121157,3.3498181841590187,3.04953846014463,2.909841287703741,2.781388889584276,2.7213076976629402,2.519059821071788,2.4226428619452887
7.309999988192604,5.668421017496209,5.108400020599365,3.892068969792333,3.9382608662480894,3.714117639205035,3.0940909060564907,2.976296314486751,2.480000014305115,2.3904762154533747,2.5347058843163883,2.125769243790553,1.966999989748001
0.0,0.0,2.309999942779541,0.0,3.4800000190734863,2.2949999570846558,0.0,0.0,0.0,1.4800000190734863,1.7799999713897705,0.0,1.6100000143051147
