V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12
0.0031067386641023746,0.008950366151342554,0.01812264220726385,0.027886678008728457,0.04660107996153562,0.06694282121458688,0.08787632221318145,0.09305421998668541,0.08292033434425623,0.06990161994230343,0.05148309786226792,0.036763074191878096,0.025445669058362305
0.0033602688215057202,0.008480678454276342,0.014321145691655332,0.02664213137050964,0.039603168253460275,0.06240499239939195,0.07816625330026403,0.08896711736938955,0.08488679094327546,0.06768541483318666,0.052724217937434995,0.03944315545243619,0.022721817745419634
0.00387858347386172,0.008263069139966273,0.01315345699831366,0.029342327150084318,0.05193929173693086,0.06812816188870152,0.0763912310286678,0.09342327150084317,0.0866779089376054,0.07470489038785835,0.052107925801011805,0.034401349072512646,0.024620573355817875
0.003431933322438307,0.008334695211635889,0.016996241215884948,0.02941657133518549,0.04575911096584409,0.07207059977120445,0.07926131720869423,0.08890341559078281,0.08873999019447622,0.08138584736067984,0.05540120934793267,0.03382905703546331,0.022225853897695703
0.004229934924078091,0.009436008676789587,0.01876355748373102,0.031561822125813446,0.05130151843817787,0.07744034707158351,0.09522776572668112,0.10032537960954446,0.08698481561822126,0.06746203904555315,0.05130151843817787,0.03459869848156182,0.022668112798264643
0.0035766423357664234,0.008686131386861314,0.019635036496350365,0.02854014598540146,0.04525547445255475,0.06817518248175182,0.08912408759124088,0.09145985401459854,0.08744525547445256,0.06978102189781021,0.05708029197080292,0.039562043795620436,0.02437956204379562
0.0031974420463629096,0.008393285371702638,0.017685851318944845,0.03177458033573141,0.051458832933653074,0.06824540367705835,0.08663069544364509,0.094224620303757,0.08493205435651478,0.07344124700239808,0.05195843325339728,0.036071143085531575,0.02567945643485212
0.0031488233344381836,0.007292011932383162,0.018230029830957905,0.029830957905203844,0.05187272124627113,0.07905203844879019,0.08684123301292675,0.10076234670202187,0.0951276102088167,0.07640039774610541,0.0578389128273119,0.031819688432217434,0.019887305270135897
0.004291319274153997,0.010789602746444336,0.019249632172633643,0.02856792545365375,0.04965669445806768,0.07834722903384012,0.08840117704757235,0.09686120647376165,0.08509073075036783,0.07013241785188817,0.05223148602256008,0.03285924472780775,0.02023050514958313
0.0027537372147915028,0.008261211644374508,0.015814319433516917,0.028874901652242328,0.04720692368214005,0.07403619197482297,0.08851298190401259,0.097639653815893,0.08725413060582218,0.07364280094413847,0.055704169944925254,0.03493312352478364,0.023131392604248624
0.004791566842357451,0.011978917105893628,0.022999520843315763,0.03497843794920939,0.04599904168663153,0.07522759942501198,0.097747963584092,0.10637278390033542,0.09439386679444178,0.0785816962146622,0.0584571154767609,0.04695735505510302,0.03114518447532343
0.0,0.0,0.0,0.05555555555555555,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.05555555555555555,0.0,0.05555555555555555,0.0,0.0,0.0
