Id,Label,timeset,componentnumber,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks,modularity_class,clustering,triangles
151355480,151355480,,0,0,0,0,0,0,0,0,0,0
151355477,151355477,,0,0,0,0,0,0,0,0,0,0
151355478,151355478,,0,0,0,0,0,0,0,0,0,0
151355479,151355479,,0,0,0,0,0,0,0,0,0,0
151385061,151385061,,0,0,0,0,0,0,0,0,0,0
151355490,151355490,,1,0,0,0,0,0,0,0,0,0
151355489,151355489,,1,0,0,0,0,0,0,0,0,0
151355495,151355495,,0,3,41,0.054925,0.057743,0,0.000036,27,1,3
151355493,151355493,,0,8,40,0.058117,0.061669,65953,0.000083,27,0.428571,12
151355494,151355494,,0,3,41,0.054925,0.057743,0,0.000036,27,1,3
151355496,151355496,,0,3,41,0.054925,0.057743,0,0.000036,27,1,3
151412430,151412430,,0,5,40,0.058116,0.061593,21986,0.000056,27,0.6,6
151426706,151426706,,0,9,39,0.0617,0.066059,329597.5,0.000088,27,0.361111,13
151362762,151362762,,0,5,40,0.058116,0.061593,21986,0.000056,27,0.6,6
151419588,151419588,,0,7,40,0.058116,0.061646,43971,0.000075,27,0.47619,10
151412054,151412054,,0,6,40,0.058117,0.061639,17.5,0.000063,27,0.666667,10
151355500,151355500,,3,0,0,0,0,0,0,0,0,0
151355497,151355497,,3,0,0,0,0,0,0,0,0,0
151355498,151355498,,3,0,0,0,0,0,0,0,0,0
151355499,151355499,,3,0,0,0,0,0,0,0,0,0
151355515,151355515,,0,1,43,0.054881,0.05731,0,0.000025,145,0,0
151355514,151355514,,0,2,42,0.058068,0.061034,21986,0.000042,145,0,0
151420808,151420808,,0,3,41,0.061647,0.065308,43970,0.00005,145,0.333333,1
151355520,151355520,,4,0,0,0,0,0,0,0,0,0
151355516,151355516,,4,0,0,0,0,0,0,0,0,0
151355518,151355518,,4,0,0,0,0,0,0,0,0,0
151355519,151355519,,4,0,0,0,0,0,0,0,0,0
151355521,151355521,,4,0,0,0,0,0,0,0,0,0
151355530,151355530,,5,0,0,0,0,0,0,0,0,0
151355529,151355529,,5,0,0,0,0,0,0,0,0,0
151355535,151355535,,0,5,36,0.065098,0.069713,0,0.000041,25,1,10
151355533,151355533,,0,5,36,0.065098,0.069713,0,0.000041,25,1,10
151355534,151355534,,0,5,36,0.065098,0.069713,0,0.000041,25,1,10
151355536,151355536,,0,5,36,0.065098,0.069713,0,0.000041,25,1,10
151355537,151355537,,0,11,35,0.06963,0.075645,109910,0.000081,25,0.454545,25
151355538,151355538,,0,5,36,0.065098,0.069713,0,0.000041,25,1,10
151355560,151355560,,0,3,40,0.069034,0.074725,0,0.000029,26,1,3
151355558,151355558,,0,3,40,0.069034,0.074725,0,0.000029,26,1,3
151355559,151355559,,0,13,39,0.074153,0.08175,131831.303803,0.000088,26,0.525641,41
151355561,151355561,,0,3,40,0.069034,0.074725,0,0.000029,26,1,3
151400751,151400751,,0,9,39,0.071737,0.078553,52384.612061,0.000067,26,0.5,18
151402396,151402396,,0,10,39,0.074152,0.081666,82063.930569,0.000068,26,0.733333,33
151379122,151379122,,0,11,38,0.07673,0.085231,2852394.379406,0.00007,26,0.618182,34
151392307,151392307,,0,12,38,0.075535,0.083743,2574850.547818,0.000074,26,0.545455,36
151394453,151394453,,0,11,39,0.074152,0.081704,87865.303803,0.000074,26,0.690909,38
151406663,151406663,,0,9,39,0.072395,0.079184,581179.944205,0.000062,26,0.5,18
151384709,151384709,,0,12,39,0.075358,0.083511,2317969.02777,0.000077,26,0.545455,36
151391774,151391774,,0,9,39,0.074151,0.081644,60077.930569,0.000057,26,0.916667,33
151399594,151399594,,0,10,39,0.074152,0.081682,65879.303803,0.000064,26,0.844444,38
151412964,151412964,,0,11,39,0.073771,0.081231,51693.469306,0.000076,26,0.636364,35
151355570,151355570,,0,3,46,0.047633,0.049978,0,0.000032,7,1,3
151355568,151355568,,0,3,46,0.047633,0.049978,0,0.000032,7,1,3
151355569,151355569,,0,11,45,0.050015,0.052995,65952,0.00009,7,0.563636,31
151355571,151355571,,0,3,46,0.047633,0.049978,0,0.000032,7,1,3
151372195,151372195,,0,9,45,0.050015,0.052963,87932,0.000075,7,0.777778,28
151407745,151407745,,0,9,44,0.052645,0.056058,549050,0.000072,7,0.777778,28
151375692,151375692,,0,9,45,0.050015,0.05295,21986,0.000074,7,0.777778,28
151390437,151390437,,0,10,45,0.050015,0.05298,65952,0.000085,7,0.644444,29
151370968,151370968,,0,11,45,0.050015,0.052995,65952,0.00009,7,0.563636,31
151401328,151401328,,0,9,45,0.050015,0.05295,21986,0.000074,7,0.777778,28
151416918,151416918,,0,8,45,0.050015,0.052927,0,0.000063,7,1,28
151420499,151420499,,0,10,45,0.050015,0.052973,43970,0.000083,7,0.644444,29
151355580,151355580,,0,3,40,0.063114,0.067924,0,0.000027,0,1,3
151355578,151355578,,0,20,39,0.06714,0.073555,614106.69985,0.000113,0,0.536842,102
151355579,151355579,,0,3,40,0.063114,0.067924,0,0.000027,0,1,3
151355581,151355581,,0,4,40,0.063444,0.068422,208490.602088,0.000037,0,0.5,3
151355925,151355925,,0,11,39,0.065494,0.07108,44902.026734,0.000069,0,0.654545,36
151378610,151378610,,0,18,39,0.066494,0.072627,253451.14149,0.000102,0,0.614379,94
151381610,151381610,,0,14,39,0.065891,0.07174,149243.297479,0.00008,0,0.725275,66
151398225,151398225,,0,15,39,0.066207,0.072268,193069.785384,0.00008,0,0.809524,85
151388606,151388606,,0,13,40,0.064668,0.070321,18503.435111,0.00007,0,0.884615,69
151410971,151410971,,0,18,40,0.065341,0.071383,1681658.129861,0.000102,0,0.54902,84
151365087,151365087,,0,12,38,0.067693,0.073937,1760349.351487,0.000068,0,0.651515,43
151366942,151366942,,0,16,39,0.066493,0.072574,225368.672678,0.000089,0,0.708333,85
151413017,151413017,,0,19,39,0.066495,0.07268,335284.239383,0.00011,0,0.561404,96
151366288,151366288,,0,10,40,0.063337,0.068518,21986,0.00006,0,0.8,36
151393783,151393783,,0,12,40,0.065128,0.070941,1022117.309108,0.000066,0,0.833333,55
151414068,151414068,,0,15,40,0.064669,0.070374,41835.508517,0.000084,0,0.742857,78
151424483,151424483,,0,20,39,0.067017,0.073372,416878.253388,0.000114,0,0.536842,102
151388934,151388934,,0,11,39,0.06673,0.072594,1267087.960478,0.000069,0,0.563636,31
151408139,151408139,,0,15,40,0.064669,0.070374,41835.508517,0.000084,0,0.742857,78
151413414,151413414,,0,15,39,0.06567,0.071567,134852.215039,0.000084,0,0.742857,78
151427944,151427944,,0,9,40,0.064996,0.070585,798629.251954,0.000057,0,0.611111,22
151355585,151355585,,0,1,39,0.057245,0.060656,0,0.000015,17,0,0
151355584,151355584,,0,7,38,0.06072,0.065122,36629.333333,0.00007,17,0.571429,12
151398725,151398725,,0,8,37,0.064642,0.070155,592937.333333,0.000071,17,0.535714,15
151429005,151429005,,0,7,38,0.060721,0.06513,58595.333333,0.000069,17,0.619048,13
151393816,151393816,,0,12,38,0.060723,0.065304,124602.666667,0.000113,17,0.318182,21
151414026,151414026,,0,5,39,0.057248,0.060853,22000,0.000057,17,0.4,4
151379447,151379447,,0,8,38,0.060721,0.065183,22003.333333,0.000077,17,0.535714,15
151424639,151424639,,0,6,38,0.06072,0.065092,21986,0.000061,17,0.666667,10
151355590,151355590,,6,0,0,0,0,0,0,0,0,0
151355589,151355589,,6,0,0,0,0,0,0,0,0,0
151355591,151355591,,6,0,0,0,0,0,0,0,0,0
151355592,151355592,,6,0,0,0,0,0,0,0,0,0
151355600,151355600,,7,0,0,0,0,0,0,0,0,0
151355599,151355599,,7,0,0,0,0,0,0,0,0,0
151355601,151355601,,7,0,0,0,0,0,0,0,0,0
151355602,151355602,,7,0,0,0,0,0,0,0,0,0
151355610,151355610,,8,0,0,0,0,0,0,0,0,0
151355609,151355609,,8,0,0,0,0,0,0,0,0,0
151355611,151355611,,8,0,0,0,0,0,0,0,0,0
151355630,151355630,,9,0,0,0,0,0,0,0,0,0
151355629,151355629,,9,0,0,0,0,0,0,0,0,0
151355631,151355631,,9,0,0,0,0,0,0,0,0,0
151355640,151355640,,10,0,0,0,0,0,0,0,0,0
151355639,151355639,,10,0,0,0,0,0,0,0,0,0
151355641,151355641,,10,0,0,0,0,0,0,0,0,0
151355642,151355642,,10,0,0,0,0,0,0,0,0,0
151355650,151355650,,11,0,0,0,0,0,0,0,0,0
151355649,151355649,,11,0,0,0,0,0,0,0,0,0
151355655,151355655,,0,4,47,0.050773,0.053702,7328,0.000043,76,0.833333,5
151355651,151355651,,0,4,47,0.050773,0.053702,7328,0.000043,76,0.833333,5
151355652,151355652,,0,3,48,0.04832,0.050721,0,0.000034,76,1,3
151355653,151355653,,0,6,46,0.053488,0.057157,87932,0.000057,76,0.4,6
151355654,151355654,,0,4,47,0.050773,0.053702,7328,0.000043,76,0.833333,5
151359388,151359388,,0,11,45,0.055498,0.059693,173889.15112,0.00009,76,0.345455,19
151384398,151384398,,0,10,45,0.056508,0.061121,929991.619994,0.000088,76,0.288889,13
151361124,151361124,,0,5,46,0.053488,0.057134,65952,0.000051,76,0.4,4
151355660,151355660,,12,0,0,0,0,0,0,0,0,0
151355659,151355659,,12,0,0,0,0,0,0,0,0,0
151355665,151355665,,0,7,44,0.052457,0.055497,43970,0.000071,76,0.52381,11
151355664,151355664,,0,2,45,0.049843,0.05226,0,0.000027,76,1,1
151355666,151355666,,0,2,45,0.049843,0.05226,0,0.000027,76,1,1
151359398,151359398,,0,8,43,0.055359,0.059012,373490,0.000075,76,0.464286,13
151360253,151360253,,0,6,44,0.052457,0.055475,21986,0.000061,76,0.666667,10
151368478,151368478,,0,6,44,0.052457,0.055475,21986,0.000061,76,0.666667,10
151357804,151357804,,0,5,44,0.052457,0.055452,0,0.000048,76,1,10
151411879,151411879,,0,9,44,0.052458,0.05556,175832,0.000082,76,0.444444,16
151355670,151355670,,13,0,0,0,0,0,0,0,0,0
151355669,151355669,,13,0,0,0,0,0,0,0,0,0
151355685,151355685,,0,7,40,0.063787,0.068927,351549.5,0.000064,107,0.333333,7
151355683,151355683,,0,3,40,0.063784,0.068745,0,0.000028,107,1,3
151355684,151355684,,0,13,39,0.068125,0.074644,417400.222222,0.000083,107,0.602564,47
151355686,151355686,,0,3,40,0.063784,0.068745,0,0.000028,107,1,3
151362338,151362338,,0,7,41,0.059965,0.064112,87932,0.000068,107,0.428571,9
151377288,151377288,,0,4,41,0.059964,0.064005,43970,0.000049,107,0.333333,2
151356304,151356304,,0,7,41,0.059965,0.064127,65965.5,0.000073,107,0.333333,7
151382459,151382459,,0,6,41,0.059965,0.064089,65952,0.000062,107,0.4,6
151405125,151405125,,0,15,38,0.072352,0.079898,2909360.05728,0.000092,107,0.552381,58
151409235,151409235,,0,12,39,0.068704,0.075134,35918.362043,0.000076,107,0.712121,47
151421880,151421880,,0,14,39,0.068712,0.075272,76472.548075,0.000089,107,0.615385,56
151382827,151382827,,0,10,39,0.068121,0.0745,8.222222,0.00006,107,0.977778,44
151390162,151390162,,0,10,39,0.068129,0.074643,790236,0.00006,107,0.8,36
151422537,151422537,,0,15,39,0.069442,0.076387,1115062.736323,0.000093,107,0.552381,58
151373388,151373388,,0,13,39,0.068124,0.0746,219778.222222,0.000085,107,0.602564,47
151407538,151407538,,0,16,39,0.068981,0.075786,1008247.129235,0.000099,107,0.508333,61
151418343,151418343,,0,10,39,0.068121,0.0745,8.222222,0.00006,107,0.977778,44
151382989,151382989,,0,17,39,0.068713,0.07534,142412.548075,0.000103,107,0.477941,65
151355705,151355705,,14,0,0,0,0,0,0,0,0,0
151355702,151355702,,14,0,0,0,0,0,0,0,0,0
151355703,151355703,,14,0,0,0,0,0,0,0,0,0
151355704,151355704,,14,0,0,0,0,0,0,0,0,0
151355720,151355720,,0,3,35,0.062853,0.067318,0,0.000029,19,1,3
151355717,151355717,,0,3,35,0.062853,0.067318,0,0.000029,19,1,3
151355718,151355718,,0,13,35,0.066306,0.071957,699031.360156,0.000094,19,0.525641,41
151355719,151355719,,0,5,35,0.063869,0.068658,639510.046329,0.000046,19,0.4,4
151358960,151358960,,0,9,34,0.066424,0.071942,754896.425255,0.000072,19,0.388889,14
151360450,151360450,,0,10,34,0.065859,0.071216,385955.880125,0.000074,19,0.733333,33
151417060,151417060,,0,12,35,0.068434,0.07471,1296965.18761,0.000083,19,0.651515,43
151397207,151397207,,0,12,35,0.065778,0.071249,65772.275457,0.000089,19,0.590909,39
151384573,151384573,,0,11,35,0.065778,0.071234,24677.89122,0.000076,19,0.781818,43
151361619,151361619,,0,9,36,0.06443,0.069545,43970,0.000069,19,0.611111,22
151379859,151379859,,0,13,35,0.065779,0.071294,74594.930718,0.000097,19,0.564103,44
151399044,151399044,,0,10,35,0.065206,0.070538,345305.809925,0.000071,19,0.755556,34
151408609,151408609,,0,11,35,0.065006,0.070262,23764.745634,0.00008,19,0.709091,39
151421964,151421964,,0,10,35,0.065006,0.070232,44579.94378,0.000075,19,0.733333,33
151362880,151362880,,0,8,36,0.062923,0.067583,689454.323835,0.000071,19,0.392857,11
151414532,151414532,,0,6,36,0.0622,0.066569,216427.865142,0.000062,19,0.333333,5
151355735,151355735,,15,0,0,0,0,0,0,0,0,0
151355732,151355732,,15,0,0,0,0,0,0,0,0,0
151355734,151355734,,15,0,0,0,0,0,0,0,0,0
151355733,151355733,,15,0,0,0,0,0,0,0,0,0
151355740,151355740,,16,0,0,0,0,0,0,0,0,0
151355739,151355739,,16,0,0,0,0,0,0,0,0,0
151355750,151355750,,17,0,0,0,0,0,0,0,0,0
151355749,151355749,,17,0,0,0,0,0,0,0,0,0
151415484,151415484,,17,0,0,0,0,0,0,0,0,0
151355765,151355765,,18,0,0,0,0,0,0,0,0,0
151355764,151355764,,18,0,0,0,0,0,0,0,0,0
151355766,151355766,,18,0,0,0,0,0,0,0,0,0
151355767,151355767,,18,0,0,0,0,0,0,0,0,0
151355780,151355780,,19,0,0,0,0,0,0,0,0,0
151355779,151355779,,19,0,0,0,0,0,0,0,0,0
151355781,151355781,,19,0,0,0,0,0,0,0,0,0
151355785,151355785,,20,0,0,0,0,0,0,0,0,0
151355784,151355784,,20,0,0,0,0,0,0,0,0,0
151355786,151355786,,20,0,0,0,0,0,0,0,0,0
151355795,151355795,,21,0,0,0,0,0,0,0,0,0
151355793,151355793,,21,0,0,0,0,0,0,0,0,0
151355794,151355794,,21,0,0,0,0,0,0,0,0,0
151355800,151355800,,22,0,0,0,0,0,0,0,0,0
151355799,151355799,,22,0,0,0,0,0,0,0,0,0
151355810,151355810,,23,0,0,0,0,0,0,0,0,0
151355809,151355809,,23,0,0,0,0,0,0,0,0,0
151355811,151355811,,23,0,0,0,0,0,0,0,0,0
151355815,151355815,,24,0,0,0,0,0,0,0,0,0
151355812,151355812,,24,0,0,0,0,0,0,0,0,0
151355813,151355813,,24,0,0,0,0,0,0,0,0,0
151355816,151355816,,24,0,0,0,0,0,0,0,0,0
151355814,151355814,,24,0,0,0,0,0,0,0,0,0
151355825,151355825,,0,2,37,0.064535,0.069011,0,0.000025,20,1,1
151355824,151355824,,0,2,37,0.064535,0.069011,0,0.000025,20,1,1
151355826,151355826,,0,8,36,0.068987,0.074874,43970,0.000069,20,0.571429,16
151355830,151355830,,0,1,39,0.06722,0.072087,0,0.000017,33,0,0
151355829,151355829,,0,3,38,0.072064,0.078421,21986,0.000036,33,0.333333,1
151355827,151355827,,0,2,38,0.072064,0.078399,0,0.000022,33,1,1
151355828,151355828,,0,18,37,0.07766,0.086361,116641.66145,0.000113,33,0.51634,79
151355835,151355835,,25,0,0,0,0,0,0,0,0,0
151355834,151355834,,25,0,0,0,0,0,0,0,0,0
151355836,151355836,,25,0,0,0,0,0,0,0,0,0
151355837,151355837,,25,0,0,0,0,0,0,0,0,0
151355840,151355840,,26,0,0,0,0,0,0,0,0,0
151355838,151355838,,26,0,0,0,0,0,0,0,0,0
151355839,151355839,,26,0,0,0,0,0,0,0,0,0
151355855,151355855,,0,3,43,0.052122,0.055153,87932,0.000036,13,0.333333,1
151355854,151355854,,0,2,43,0.052121,0.055108,0,0.000024,13,1,1
151359415,151359415,,0,4,44,0.049541,0.052057,65952,0.000052,13,0.5,3
151355856,151355856,,0,10,42,0.054987,0.058834,183375.563698,0.000087,13,0.466667,21
151355860,151355860,,27,0,0,0,0,0,0,0,0,0
151355857,151355857,,27,0,0,0,0,0,0,0,0,0
151355858,151355858,,27,0,0,0,0,0,0,0,0,0
151355859,151355859,,27,0,0,0,0,0,0,0,0,0
151355865,151355865,,28,0,0,0,0,0,0,0,0,0
151355862,151355862,,28,0,0,0,0,0,0,0,0,0
151355863,151355863,,28,0,0,0,0,0,0,0,0,0
151355864,151355864,,28,0,0,0,0,0,0,0,0,0
151355875,151355875,,0,2,42,0.055439,0.058359,0,0.000034,0,1,1
151355873,151355873,,0,2,42,0.055439,0.058359,0,0.000034,0,1,1
151355874,151355874,,0,3,41,0.058692,0.062318,43970,0.000046,0,0.333333,1
151413018,151413018,,0,3,40,0.062351,0.066943,65952,0.000034,0,0.333333,1
151355890,151355890,,0,10,45,0.052644,0.055495,65952,0.00008,130,0.533333,24
151355889,151355889,,0,3,46,0.050011,0.052262,0,0.000031,130,1,3
151355891,151355891,,0,3,46,0.050011,0.052262,0,0.000031,130,1,3
151359371,151359371,,0,9,45,0.052644,0.05551,30759.4,0.000068,130,0.833333,30
151417396,151417396,,0,9,45,0.052644,0.05551,30759.4,0.000068,130,0.833333,30
151355892,151355892,,0,3,46,0.050011,0.052262,0,0.000031,130,1,3
151382917,151382917,,0,9,44,0.055566,0.058856,593012,0.000076,130,0.583333,21
151358923,151358923,,0,8,45,0.052644,0.055449,21986,0.000065,130,0.75,21
151369614,151369614,,0,13,45,0.052645,0.055601,118691.4,0.000099,130,0.461538,36
151384794,151384794,,0,9,45,0.052644,0.05551,30759.4,0.000068,130,0.833333,30
151388579,151388579,,0,10,45,0.052645,0.055533,52745.4,0.000079,130,0.666667,30
151355895,151355895,,0,6,37,0.06965,0.076052,937331.157646,0.000052,1,0.4,6
151355893,151355893,,0,9,36,0.067206,0.073156,911189.801431,0.000074,1,0.444444,16
151355894,151355894,,0,3,37,0.065958,0.071224,0,0.00003,1,1,3
151355896,151355896,,0,3,37,0.065958,0.071224,0,0.00003,1,1,3
151363291,151363291,,0,7,38,0.073369,0.080848,1708354.244617,0.000057,136,0.333333,7
151387031,151387031,,0,7,38,0.069084,0.075346,1059156.249984,0.00006,1,0.428571,9
151412318,151412318,,0,9,38,0.073181,0.080645,1400512.080638,0.000076,1,0.277778,10
151376440,151376440,,0,7,36,0.064543,0.069826,31652.705479,0.000062,1,0.619048,13
151381361,151381361,,0,9,36,0.064875,0.070317,255419.616325,0.000075,1,0.444444,16
151422461,151422461,,0,8,37,0.063206,0.06808,65952,0.000071,1,0.464286,13
151378592,151378592,,0,5,35,0.066406,0.072297,805918.740399,0.00004,1,0.6,6
151364894,151364894,,0,6,37,0.063205,0.068034,21986,0.000055,1,0.666667,10
151366444,151366444,,0,12,36,0.064546,0.069978,317288.705479,0.000091,1,0.424242,28
151355905,151355905,,29,0,0,0,0,0,0,0,0,0
151355904,151355904,,29,0,0,0,0,0,0,0,0,0
151355906,151355906,,29,0,0,0,0,0,0,0,0,0
151355915,151355915,,0,14,36,0.061751,0.066769,132414.775323,0.000107,2,0.483516,44
151355913,151355913,,0,3,37,0.05816,0.061938,0.5,0.000032,2,0.666667,2
151355914,151355914,,0,2,37,0.05816,0.061916,0,0.000022,2,1,1
151355916,151355916,,0,2,37,0.05816,0.061916,0,0.000022,2,1,1
151378491,151378491,,0,12,36,0.063272,0.068578,740084.150485,0.000088,2,0.545455,36
151429676,151429676,,0,11,36,0.060418,0.065024,109911.5,0.000089,2,0.545455,30
151359317,151359317,,0,8,36,0.060415,0.064885,43970,0.000065,2,0.571429,16
151382902,151382902,,0,10,37,0.059882,0.064344,43983,0.000082,2,0.533333,24
151415057,151415057,,0,12,36,0.060418,0.065035,87932.333333,0.000091,2,0.5,33
151360008,151360008,,0,14,36,0.061753,0.06682,122544.799506,0.000104,2,0.56044,51
151376338,151376338,,0,10,36,0.060417,0.06499,43970,0.000078,2,0.644444,29
151412803,151412803,,0,12,36,0.061751,0.066723,88448.275323,0.00009,2,0.636364,42
151394949,151394949,,0,16,36,0.061753,0.066866,166510.799506,0.000118,2,0.45,54
151395399,151395399,,0,15,36,0.061753,0.066843,144528.799506,0.000112,2,0.495238,52
151415264,151415264,,0,12,36,0.062133,0.067191,586591.754737,0.000087,2,0.454545,30
151355926,151355926,,0,2,40,0.061469,0.065675,0,0.000021,0,1,1
151355927,151355927,,0,2,40,0.061469,0.065675,0,0.000021,0,1,1
151355930,151355930,,30,0,0,0,0,0,0,0,0,0
151355928,151355928,,30,0,0,0,0,0,0,0,0,0
151355929,151355929,,30,0,0,0,0,0,0,0,0,0
151355931,151355931,,30,0,0,0,0,0,0,0,0,0
151355932,151355932,,30,0,0,0,0,0,0,0,0,0
151355940,151355940,,31,0,0,0,0,0,0,0,0,0
151355939,151355939,,31,0,0,0,0,0,0,0,0,0
151355941,151355941,,31,0,0,0,0,0,0,0,0,0
151355975,151355975,,0,5,44,0.061649,0.065893,5495.75,0.000037,3,0.9,9
151355972,151355972,,0,5,44,0.061649,0.065893,5495.75,0.000037,3,0.9,9
151355973,151355973,,0,15,43,0.065699,0.071212,109910,0.000081,3,0.580952,61
151355974,151355974,,0,5,44,0.061649,0.065893,5495.75,0.000037,3,0.9,9
151355976,151355976,,0,5,44,0.061649,0.065893,5495.75,0.000037,3,0.9,9
151355977,151355977,,0,4,45,0.05807,0.061475,0,0.000032,3,1,6
151356345,151356345,,0,14,43,0.066049,0.071835,1497854.743817,0.000071,3,0.813187,74
151357250,151357250,,0,14,43,0.065924,0.07157,176737.054774,0.000073,3,0.813187,74
151366155,151366155,,0,14,43,0.065923,0.07153,22891.054774,0.000074,3,0.813187,74
151378635,151378635,,0,12,43,0.065698,0.071136,21986,0.000065,3,0.833333,55
151383131,151383131,,0,14,43,0.065923,0.071545,5377.117234,0.00007,3,0.868132,79
151384936,151384936,,0,13,43,0.065923,0.071507,905.054774,0.000064,3,0.948718,74
151375977,151375977,,0,14,43,0.065923,0.071545,5377.117234,0.00007,3,0.868132,79
151387447,151387447,,0,15,43,0.065924,0.071568,27363.117234,0.000079,3,0.752381,79
151380033,151380033,,0,15,43,0.065923,0.071553,44875.054774,0.000081,3,0.714286,75
151378869,151378869,,0,16,42,0.068362,0.074448,1486417.09463,0.000088,3,0.641667,77
151382164,151382164,,0,15,42,0.068098,0.074368,1492297.089685,0.000077,3,0.752381,79
151355980,151355980,,32,0,0,0,0,0,0,0,0,0
151355978,151355978,,32,0,0,0,0,0,0,0,0,0
151355979,151355979,,32,0,0,0,0,0,0,0,0,0
151355981,151355981,,32,0,0,0,0,0,0,0,0,0
151355985,151355985,,0,2,43,0.06018,0.063861,21986,0.000037,113,0,0
151355984,151355984,,0,1,44,0.056765,0.059727,0,0.000022,113,0,0
151375734,151375734,,0,3,42,0.064034,0.068702,43970,0.000039,113,0.333333,1
151355995,151355995,,0,1,39,0.069709,0.075533,0,0.000013,121,0,0
151355994,151355994,,0,8,38,0.074932,0.082758,25896.517747,0.000056,121,0.678571,19
151373425,151373425,,0,9,38,0.073596,0.080844,69442.003054,0.000068,121,0.416667,15
151424130,151424130,,0,17,37,0.077507,0.086513,220650.416887,0.000107,121,0.455882,62
151382058,151382058,,0,11,37,0.078809,0.087913,2945617.756009,0.000069,121,0.618182,34
151414063,151414063,,0,14,37,0.077653,0.086656,1838605.869571,0.000088,121,0.505495,46
151358069,151358069,,0,20,37,0.077509,0.086612,348044.931859,0.000126,121,0.373684,71
151370774,151370774,,0,11,38,0.076052,0.084383,1391043.05823,0.000075,121,0.527273,29
151385609,151385609,,0,17,37,0.079155,0.089087,7118740.908184,0.000102,121,0.455882,62
151356010,151356010,,33,0,0,0,0,0,0,0,0,0
151356009,151356009,,33,0,0,0,0,0,0,0,0,0
151356015,151356015,,34,0,0,0,0,0,0,0,0,0
151356013,151356013,,34,0,0,0,0,0,0,0,0,0
151356014,151356014,,34,0,0,0,0,0,0,0,0,0
151356016,151356016,,34,0,0,0,0,0,0,0,0,0
151356017,151356017,,34,0,0,0,0,0,0,0,0,0
151420046,151420046,,34,0,0,0,0,0,0,0,0,0
151356020,151356020,,0,19,43,0.054825,0.058842,177925.7,0.000123,4,0.397661,68
151356019,151356019,,0,4,44,0.051976,0.054985,0,0.000034,4,1,6
151391400,151391400,,0,17,43,0.054827,0.058839,205380.2,0.000107,4,0.5,68
151403105,151403105,,0,13,43,0.054823,0.058645,87932,0.000086,4,0.538462,42
151409855,151409855,,0,11,43,0.054824,0.058622,24140.7,0.00007,4,0.8,44
151415050,151415050,,0,14,43,0.054824,0.058675,115394,0.000094,4,0.494505,45
151356021,151356021,,0,4,44,0.051976,0.054985,0,0.000034,4,1,6
151369676,151369676,,0,10,44,0.05198,0.055223,65952,0.000073,4,0.533333,24
151392426,151392426,,0,10,43,0.054823,0.058577,21986,0.000068,4,0.8,36
151419796,151419796,,0,7,44,0.05198,0.055155,0,0.000048,4,1,21
151422446,151422446,,0,14,43,0.054826,0.058725,172347.5,0.000095,4,0.516484,47
151356022,151356022,,0,4,44,0.051976,0.054985,0,0.000034,4,1,6
151383767,151383767,,0,8,44,0.05198,0.055177,21986,0.000059,4,0.75,21
151394362,151394362,,0,13,43,0.054827,0.058725,356922.5,0.000085,4,0.551282,43
151356023,151356023,,0,4,44,0.051976,0.054985,0,0.000034,4,1,6
151363393,151363393,,0,10,42,0.057992,0.062317,1490492,0.000065,4,0.8,36
151391888,151391888,,0,8,44,0.05198,0.055177,21986,0.000059,4,0.75,21
151398323,151398323,,0,17,43,0.054825,0.058797,133963.7,0.000112,4,0.463235,63
151370364,151370364,,0,10,44,0.05198,0.055238,21995,0.00007,4,0.622222,28
151381864,151381864,,0,8,44,0.05198,0.05517,43971.2,0.00006,4,0.535714,15
151356025,151356025,,35,0,0,0,0,0,0,0,0,0
151356024,151356024,,35,0,0,0,0,0,0,0,0,0
151356045,151356045,,36,0,0,0,0,0,0,0,0,0
151356044,151356044,,36,0,0,0,0,0,0,0,0,0
151356046,151356046,,36,0,0,0,0,0,0,0,0,0
151356047,151356047,,36,0,0,0,0,0,0,0,0,0
151356055,151356055,,37,0,0,0,0,0,0,0,0,0
151356052,151356052,,37,0,0,0,0,0,0,0,0,0
151356053,151356053,,37,0,0,0,0,0,0,0,0,0
151356054,151356054,,37,0,0,0,0,0,0,0,0,0
151356056,151356056,,37,0,0,0,0,0,0,0,0,0
151356060,151356060,,38,0,0,0,0,0,0,0,0,0
151356057,151356057,,38,0,0,0,0,0,0,0,0,0
151356058,151356058,,38,0,0,0,0,0,0,0,0,0
151356059,151356059,,38,0,0,0,0,0,0,0,0,0
151356065,151356065,,0,2,39,0.069732,0.075171,0,0.000021,21,1,1
151356063,151356063,,0,12,38,0.074958,0.08226,43970,0.000075,21,0.69697,46
151356064,151356064,,0,2,39,0.069732,0.075171,0,0.000021,21,1,1
151399986,151399986,,0,13,37,0.078224,0.086513,1902663.380706,0.000072,21,0.794872,62
151428661,151428661,,0,17,37,0.076583,0.084399,93080.07398,0.000101,21,0.536765,73
151423707,151423707,,0,14,37,0.076583,0.084357,201548.810083,0.000086,21,0.692308,63
151373938,151373938,,0,14,37,0.077105,0.08508,1129832.426652,0.000081,21,0.736264,67
151412683,151412683,,0,14,37,0.078663,0.087277,2972447.138805,0.000077,21,0.736264,67
151415918,151415918,,0,16,37,0.076977,0.085005,1908696.978013,0.000095,21,0.566667,68
151425718,151425718,,0,12,37,0.076581,0.084277,3746.810083,0.000067,21,0.939394,62
